SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,Allotted Institute_1,Course_1,Allotted Category,Candidate Category,option No.,Remarks_1
3700,4719,All India,"MEDICAL COLLEGE,
BHAVNAGAR",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3701,4720,"Open Seat
Quota","AIIMS, Madurai",MBBS,"Seat
Surrendered",-,-,-,-,-,-,Not Allotted.
3702,4721,"Open Seat
Quota",AIIMS Jammu,MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3703,4723,"Delhi
University
Quota","Lady Hardinge
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3704,4725,All India,"Atal Bihari Vajpayee
Institute of Medical
Sciences & DR RML
HOSPITAL, NEW
DELHI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3705,4726,All India,"Government Doon
Medcial College,
Dehradun",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3706,4727,"Deemed/Pa
id Seats
Quota","Kasturba Medical
College, Manipal
Univ., Manipal",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3707,4730,-,-,-,-,"Open Seat
Quota","AIIMS, Kalyani",MBBS,OBC,OBC,17,"Fresh Allotted
in 2nd Round"
3708,4731,All India,"GOVT. MEDICAL
COLLEGE,PATIALA",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3709,4732,All India,"Pt. D.D.U MEDICAL
COLLEGE, RAJKOT",MBBS,Reported,"Open Seat
Quota",AIIMS Rajkot,MBBS,EWS,EWS,2,Upgraded
3710,4734,"IP
University
Quota","Atal Bihari Vajpayee
Institute of Medical
Sciences & DR RML
HOSPITAL, NEW
DELHI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3711,4736,All India,"ESIC Medical
College, Hyderbad",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3712,4737,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3713,4738,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3714,4739,All India,"NALANDA MEDICAL
COLLEGE, PATNA",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3715,4740,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3716,4742,-,-,-,-,All India,"PT. B.D. SHARMA
PGIMS, ROHTAK",MBBS,Open,GN,7,"Fresh Allotted
in 2nd Round"
3717,4743,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3718,4746,"Aligarh
Muslim
University
(AMU)
Quota","Jawaharlal Nehru
Medical College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3719,4748,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported","Open Seat
Quota",AIIMS Rajkot,MBBS,OBC,OBC,9,"Fresh Allotted
in 2nd Round"
3720,4750,All India,"Rangaraya Medical
College, Kakinada",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3721,4752,All India,"Osmania Medical
College Koti",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Rai Bareli",MBBS,OBC,OBC,13,"Fresh Allotted
in 2nd Round"
3722,4753,-,-,-,-,"Open Seat
Quota","AIIMS, Rai Bareli",MBBS,OBC,OBC,14,"Fresh Allotted
in 2nd Round"
3723,4755,-,-,-,-,All India,"DR.S.N. MEDICAL
COLLEGE,
JODHPUR",MBBS,OBC,OBC,17,"Fresh Allotted
in 2nd Round"
3724,4758,-,-,-,-,"Open Seat
Quota",AIIMS Jammu,MBBS,Open,GN,8,"Fresh Allotted
in 2nd Round"
3725,4759,"Open Seat
Quota","AIIMS, Madurai",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3726,4760,"Open Seat
Quota","AIIMS Bilaspur
Changar Palasiyan,
Himachal Pradesh",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3727,4762,All India,"M.G.M. MEDICAL
COLLEGE, INDORE",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,OBC,OBC,18,"Fresh Allotted
in 2nd Round"
3728,4763,"IP
University
Quota","Atal Bihari Vajpayee
Institute of Medical
Sciences & DR RML
HOSPITAL, NEW
DELHI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3729,4764,"Open Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Deogarh",MBBS,Open,GN,17,"Fresh Allotted
in 2nd Round"
3730,4766,All India,"NETAJI SUBHASH
CHANDRA BOSE
MC,JABALPUR",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3731,4767,"Open Seat
Quota","AIIMS Bilaspur
Changar Palasiyan,
Himachal Pradesh",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3732,4768,-,-,-,-,All India,"JAWAHAR LAL
NEHRU MEDICAL,
AJMER",MBBS,Open,GN,14,"Fresh Allotted
in 2nd Round"
3733,4769,All India,"JAWAHAR LAL
NEHRU MEDICAL,
AJMER",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3734,4771,"Aligarh
Muslim
University
(AMU)
Quota","Jawaharlal Nehru
Medical College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3735,4772,All India,"GUWAHATI
MEDICAL COLLEGE,
GUWAHATI",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3736,4773,-,-,-,-,"Delhi
University
Quota","Lady Hardinge
Medical College, New
Delhi",MBBS,Open,GN,1,"Fresh Allotted
in 2nd Round"
3737,4774,All India,"Indira Gandhi Institute
of Medical Sciences,
Patna",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3738,4777,All India,"Govt institute of
Medcial Sciences
Kasna",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3739,4778,"Aligarh
Muslim
University
(AMU)
Quota","Jawaharlal Nehru
Medical College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3740,4779,All India,"GMC, Manjeri, Kerala",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3741,4783,All India,"MEDICAL COLLEGE,
BHAVNAGAR",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3742,4784,All India,"GMC, Manjeri, Kerala",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3743,4785,"Open Seat
Quota","AIIMS, Kalyani",MBBS,"Not
Reported",All India,"INST OF PG MED
EDU &
RESEARCH,KOLKAT
A",MBBS,EWS,EWS,18,"Fresh Allotted
in 2nd Round"
3744,4786,All India,"NILRATAN SIRKAR
MEDICAL COLLEGE,
KOLKATA",MBBS,Reported,All India,"INST OF PG MED
EDU &
RESEARCH,KOLKAT
A",MBBS,EWS,EWS,3,Upgraded
3745,4788,"Open Seat
Quota","AIIMS, Deogarh",MBBS,Reported,"Delhi
University
Quota","Lady Hardinge
Medical College, New
Delhi",MBBS,Open,GN,3,Upgraded
3746,4790,-,-,-,-,All India,"GOVT. MEDICAL
COLLEGE, NAGPUR",MBBS,Open,GN,22,"Fresh Allotted
in 2nd Round"
3747,4791,All India,"ESI-MC&PGIMS&R,
Banglore",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3748,4794,All India,"Osmania Medical
College Koti",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3749,4795,"Open Seat
Quota",JIPMER KARAIKAL,MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Rai Bareli",MBBS,EWS,EWS,13,"Fresh Allotted
in 2nd Round"
3750,4798,All India,"NILRATAN SIRKAR
MEDICAL COLLEGE,
KOLKATA",MBBS,Reported,All India,"INST OF PG MED
EDU &
RESEARCH,KOLKAT
A",MBBS,OBC,OBC,9,Upgraded
3751,4799,All India,"Government Medical
College, Pali",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3752,4801,All India,"GOVT.MEDICAL
COLLEGE, KOTA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3753,4803,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3754,4804,"Open Seat
Quota",AIIMS Jammu,MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3755,4805,All India,"ESI-MC&PGIMS&R,
Banglore",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3756,4807,All India,"NILRATAN SIRKAR
MEDICAL COLLEGE,
KOLKATA",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Kalyani",MBBS,OBC,OBC,14,"Fresh Allotted
in 2nd Round"
3757,4808,All India,"GOVT. MEDICAL
COLLEGE,TIRUNEL
VELI",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3758,4809,"Open Seat
Quota",AIIMS Guahawti,MBBS,"Not
Reported",All India,"DR.S.N. MEDICAL
COLLEGE,
JODHPUR",MBBS,OBC,OBC,12,"Fresh Allotted
in 2nd Round"
3759,4813,"Open Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3760,4815,All India,"MEDICAL COLLEGE,
BHAVNAGAR",MBBS,"Not
Reported",All India,"GOVERNMENT
MEDICAL COLLEGE,
SURAT",MBBS,Open,GN,4,"Fresh Allotted
in 2nd Round"
3761,4817,-,-,-,-,All India,"R.N.T. MEDICAL
COLLEGE, UDAIPUR",MBBS,OBC,OBC,4,"Fresh Allotted
in 2nd Round"
3762,4820,"Open Seat
Quota","AIIMS, New Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3763,4821,All India,"GOVERNMENT
MEDICAL COLLEGE,
SURAT",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3764,4822,All India,"M.G.M. MEDICAL
COLLEGE, INDORE",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3765,4824,All India,"JHALAWAR
MEDICAL COLLEGE,
Jhalawar",MBBS,"Not
Reported",All India,"DR.S.N. MEDICAL
COLLEGE,
JODHPUR",MBBS,OBC,OBC,12,"Fresh Allotted
in 2nd Round"
3766,4826,All India,"NILRATAN SIRKAR
MEDICAL COLLEGE,
KOLKATA",MBBS,"Not
Reported","Open Seat
Quota","AIIMS Bilaspur
Changar Palasiyan,
Himachal Pradesh",MBBS,OBC,OBC,21,"Fresh Allotted
in 2nd Round"
3767,4827,-,-,-,-,"Open Seat
Quota","AIIMS, Kalyani",MBBS,EWS,EWS,20,"Fresh Allotted
in 2nd Round"
3768,4828,All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,"Not
Reported",All India,"DR.S.N. MEDICAL
COLLEGE,
JODHPUR",MBBS,OBC,OBC,24,"Fresh Allotted
in 2nd Round"
3769,4829,All India,"Government Doon
Medcial College,
Dehradun",MBBS,Reported,All India,"L.L.R.M. MEDICAL
COLLEGE, MEERUT",MBBS,Open,GN,13,Upgraded
3770,4831,"Delhi
University
Quota","University College of
Medical Sciences,
New Delhi",MBBS,Reported,"IP University
Quota","Atal Bihari Vajpayee
Institute of Medical
Sciences & DR RML
HOSPITAL, NEW
DELHI",MBBS,EWS,EWS,3,Upgraded
3771,4832,All India,"COIMBATORE
MEDICAL
COLLEGE,COIMBAT
ORE",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3772,4833,-,-,-,-,"Open Seat
Quota","AIIMS, Kalyani",MBBS,EWS,EWS,15,"Fresh Allotted
in 2nd Round"
3773,4834,"Open Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported","Open Seat
Quota",AIIMS Rajkot,MBBS,OBC,OBC,21,"Fresh Allotted
in 2nd Round"
3774,4839,All India,"ESIC Medical
College, Faridabad",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3775,4841,"Open Seat
Quota","AIIMS, Deogarh",MBBS,Reported,All India,"Govt institute of
Medcial Sciences
Kasna",MBBS,Open,GN,25,Upgraded
3776,4844,All India,"R.G. KAR MEDICAL
COLLEGE,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3777,4846,All India,"MADURAI MEDICAL
COLLEGE,
MADURAI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3778,4847,All India,"JHALAWAR
MEDICAL COLLEGE,
Jhalawar",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3779,4848,All India,"GOVT. MEDICAL
COLLEGE,PATIALA",MBBS,"Not
Reported",All India,"TOPIWALA
NATIONAL MEDICAL
COLLEGE,MUMBAI",MBBS,Open,EWS,20,"Fresh Allotted
in 2nd Round"
3780,4849,All India,"M.G.M. MEDICAL
COLLEGE,JAMSHED
PUR",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3781,4851,"Open Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3782,4854,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3783,4855,"Open Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported",All India,"M.G.M. MEDICAL
COLLEGE, INDORE",MBBS,Open,GN,28,"Fresh Allotted
in 2nd Round"
3784,4857,All India,"NETAJI SUBHASH
CHANDRA BOSE
MC,JABALPUR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3785,4858,All India,"JHALAWAR
MEDICAL COLLEGE,
Jhalawar",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3786,4859,All India,"M.G.M. MEDICAL
COLLEGE, INDORE",MBBS,"Not
Reported",All India,"M.G.M. MEDICAL
COLLEGE, INDORE",MBBS,OBC,OBC,17,"Fresh Allotted
in 2nd Round"
3787,4862,All India,"SHRI KALYAN GOVT
MEDICAL COLLEGE
SIKAR",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3788,4863,All India,"R.G. KAR MEDICAL
COLLEGE,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3789,4864,-,-,-,-,All India,"Govt institute of
Medcial Sciences
Kasna",MBBS,Open,GN,14,"Fresh Allotted
in 2nd Round"
3790,4865,All India,"R.G. KAR MEDICAL
COLLEGE,KOLKATA",MBBS,"Not
Reported",All India,"NILRATAN SIRKAR
MEDICAL COLLEGE,
KOLKATA",MBBS,Open,GN,13,"Fresh Allotted
in 2nd Round"
3791,4867,All India,"INDIRA GANDHI
GOVT.MEDICAL
COLL., NAGPUR",MBBS,Reported,All India,"Osmania Medical
College Koti",MBBS,Open,GN,2,Upgraded
3792,4868,-,-,-,-,All India,"TOPIWALA
NATIONAL MEDICAL
COLLEGE,MUMBAI",MBBS,Open,GN,13,"Fresh Allotted
in 2nd Round"
3793,4869,All India,"GOVT.MEDICAL
COLLEGE, KOTA",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3794,4870,-,-,-,-,"Open Seat
Quota","AIIMS Bilaspur
Changar Palasiyan,
Himachal Pradesh",MBBS,OBC,OBC,13,"Fresh Allotted
in 2nd Round"
3795,4873,"IP
University
Quota","Atal Bihari Vajpayee
Institute of Medical
Sciences & DR RML
HOSPITAL, NEW
DELHI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3796,4876,"Open Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3797,4878,All India,"G.S.V.M. MEDICAL
COLLEGE, KANPUR",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3798,4879,All India,"MADURAI MEDICAL
COLLEGE,
MADURAI",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3799,4880,All India,"NALANDA MEDICAL
COLLEGE, PATNA",MBBS,"Not
Reported",All India,"PATNA MEDICAL
COLLEGE, PATNA",MBBS,OBC,OBC,6,"Fresh Allotted
in 2nd Round"
3800,4881,-,-,-,-,All India,"GOVT.MEDICAL
COLLEGE,THIRUVA
NANTHAPURAM",MBBS,OBC,OBC,3,"Fresh Allotted
in 2nd Round"
3801,4882,All India,"T.D. MEDICAL
COLLEGE,
ALLAPPUZHA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3802,4887,-,-,-,-,All India,"DR.S.N. MEDICAL
COLLEGE,
JODHPUR",MBBS,EWS,EWS,5,"Fresh Allotted
in 2nd Round"
3803,4890,"IP
University
Quota","Atal Bihari Vajpayee
Institute of Medical
Sciences & DR RML
HOSPITAL, NEW
DELHI",MBBS,Reported,"Delhi
University
Quota","University College of
Medical Sciences,
New Delhi",MBBS,EWS,EWS,3,Upgraded
3804,4891,All India,"GOVT. MEDICAL
COLLEGE,PATIALA",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3805,4892,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",All India,"PATNA MEDICAL
COLLEGE, PATNA",MBBS,OBC,OBC,14,"Fresh Allotted
in 2nd Round"
3806,4893,-,-,-,-,"Open Seat
Quota","AIIMS, Kalyani",MBBS,OBC,OBC,2,"Fresh Allotted
in 2nd Round"
3807,4894,All India,"JHALAWAR
MEDICAL COLLEGE,
Jhalawar",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3808,4898,-,-,-,-,"Open Seat
Quota",AIIMS Mangalagiri,MBBS,OBC,OBC,5,"Fresh Allotted
in 2nd Round"
3809,4899,All India,"Osmania Medical
College Koti",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,OBC,OBC,5,"Fresh Allotted
in 2nd Round"
3810,4903,-,-,-,-,All India,"L.L.R.M. MEDICAL
COLLEGE, MEERUT",MBBS,Open,EWS,4,"Fresh Allotted
in 2nd Round"
3811,4904,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,"Not
Reported","Open Seat
Quota",AIIMS Mangalagiri,MBBS,OBC,OBC,1,"Fresh Allotted
in 2nd Round"
3812,4905,-,-,-,-,"Open Seat
Quota","AIIMS, Kalyani",MBBS,OBC,OBC,12,"Fresh Allotted
in 2nd Round"
3813,4908,All India,"MEDICAL COLLEGE,
BHAVNAGAR",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3814,4910,All India,"Govt institute of
Medcial Sciences
Kasna",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3815,4911,"Open Seat
Quota","AIIMS, Kalyani",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3816,4913,-,-,-,-,All India,"TOPIWALA
NATIONAL MEDICAL
COLLEGE,MUMBAI",MBBS,Open,GN,22,"Fresh Allotted
in 2nd Round"
3817,4916,All India,"MADURAI MEDICAL
COLLEGE,
MADURAI",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3818,4917,All India,"GOVT. MOHAN
KUMARAMANGALA
M M.C.,SALEM",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3819,4919,All India,"GURU GOVIND
SINGH MED
COLL,FARIDKOT",MBBS,Reported,All India,"DR.RAJENDRA
PRASAD MC,
TANDA",MBBS,Open,GN,12,Upgraded
3820,4921,All India,"GANDHI MEDICAL
COLLEGE, BHOPAL",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3821,4922,All India,"JHALAWAR
MEDICAL COLLEGE,
Jhalawar",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3822,4923,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3823,4924,All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3824,4926,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",All India,"M.G.M. MEDICAL
COLLEGE, INDORE",MBBS,OBC,OBC,19,"Fresh Allotted
in 2nd Round"
3825,4929,All India,"MEDICAL COLLEGE,
BHAVNAGAR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3826,4931,"Delhi NCR
Children/Wi
dows of
Personnel
of the
Armed
Forces
(CW) Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3827,4932,-,-,-,-,All India,"R.N.T. MEDICAL
COLLEGE, UDAIPUR",MBBS,OBC,OBC,15,"Fresh Allotted
in 2nd Round"
3828,4933,All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3829,4934,"Open Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3830,4935,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3831,4936,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,Reported,"Open Seat
Quota",AIIMS Mangalagiri,MBBS,OBC,OBC,14,Upgraded
3832,4938,All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3833,4941,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,"Seat
Surrendered",-,-,-,-,-,-,"Did not fill up
fresh choices."
3834,4942,All India,"NALANDA MEDICAL
COLLEGE, PATNA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3835,4943,"Open Seat
Quota","INST.OF
MED.SCIENCES,
BHU,VARANASI",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3836,4945,All India,"GOVT. MEDICAL
COLLEGE,PATIALA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3837,4946,"IP
University
Quota","Atal Bihari Vajpayee
Institute of Medical
Sciences & DR RML
HOSPITAL, NEW
DELHI",MBBS,Reported,All India,"VARDHMAN
INSTITUTE OF
MEDICAL
SCIENCES,
NALANDA",MBBS,Open,EWS,4,Upgraded
3838,4947,All India,"JHALAWAR
MEDICAL COLLEGE,
Jhalawar",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3839,4949,"Delhi
University
Quota","Maulana Azad
Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3840,4950,-,-,-,-,"Open Seat
Quota",AIIMS Rajkot,MBBS,OBC,OBC,6,"Fresh Allotted
in 2nd Round"
3841,4951,-,-,-,-,"Open Seat
Quota",AIIMS Rajkot,MBBS,OBC,OBC,12,"Fresh Allotted
in 2nd Round"
3842,4952,All India,"Government Medical
College, Omandurar",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3843,4953,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported","Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,OBC,OBC,7,"Fresh Allotted
in 2nd Round"
3844,4954,"Open Seat
Quota",AIIMS Guahawti,MBBS,"Not
Reported","Open Seat
Quota",JIPMER KARAIKAL,MBBS,OBC,OBC,25,"Fresh Allotted
in 2nd Round"
3845,4955,"Open Seat
Quota","AIIMS, Deogarh",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3846,4956,-,-,-,-,All India,"R.N.T. MEDICAL
COLLEGE, UDAIPUR",MBBS,OBC,OBC,18,"Fresh Allotted
in 2nd Round"
3847,4957,All India,"JHALAWAR
MEDICAL COLLEGE,
Jhalawar",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3848,4960,All India,"R.G. KAR MEDICAL
COLLEGE,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3849,4962,All India,"Jawaharlal Nehru
Medical College,
Bhagalpur",MBBS,"Not
Reported",All India,"G.S.V.M. MEDICAL
COLLEGE, KANPUR",MBBS,Open,GN,3,"Fresh Allotted
in 2nd Round"
3850,4963,All India,"RAJENDRA INST.
OF MED. SCI.,
RANCHI",MBBS,"Not
Reported",All India,"Dr Ram Manohar
Lohia Inst. of Med.
Sce., Lucknow",MBBS,OBC,OBC,17,"Fresh Allotted
in 2nd Round"
3851,4964,All India,"MADURAI MEDICAL
COLLEGE,
MADURAI",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3852,4965,All India,"PT. B.D. SHARMA
PGIMS, ROHTAK",MBBS,"Not
Reported",All India,"PATNA MEDICAL
COLLEGE, PATNA",MBBS,OBC,OBC,9,"Fresh Allotted
in 2nd Round"
3853,4966,"Open Seat
Quota",AIIMS Jammu,MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3854,4967,"Open Seat
Quota","AIIMS, Bibi Nagar,
Hyderabad",MBBS,Reported,All India,"R.N.T. MEDICAL
COLLEGE, UDAIPUR",MBBS,EWS,EWS,17,Upgraded
3855,4969,All India,"Employees State
Insurance
Corporation Medical
College, Alwar",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3856,4971,-,-,-,-,"Open Seat
Quota","AIIMS, Madurai",MBBS,Open,GN,7,"Fresh Allotted
in 2nd Round"
3857,4972,All India,"Government Medical
College, Bharatpur",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3858,4974,All India,"MADURAI MEDICAL
COLLEGE,
MADURAI",MBBS,"Not
Reported",-,-,-,-,-,-,Not Allotted.
3859,4975,"Open Seat
Quota",AIIMS Jammu,MBBS,Reported,"Open Seat
Quota","AIIMS, Deogarh",MBBS,Open,GN,15,Upgraded
3860,4976,"Aligarh
Muslim
University
(AMU)
Quota","Jawaharlal Nehru
Medical College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,"No
Upgradation"
3861,4977,All India,"K.A.P.
VISWANATHAM
G.M.C.,TIRUCHIRAP
ALLI",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3862,4978,All India,"ESI-MC&PGIMS&R,
Banglore",MBBS,Reported,-,-,-,-,-,-,"Did not opt
for
Upgradation."
3863,4979,All India,"Kalpana Chawla
Govt. Medical
College, Karnal",MBBS,"Not
Reported",All India,"ESIC Medical
College, Faridabad",MBBS,Open,GN,6,"Fresh Allotted
in 2nd Round"
3864,4981,-,-,-,-,All India,"GUWAHATI
MEDICAL COLLEGE,
GUWAHATI",MBBS,Open,GN,18,"Fresh Allotted
in 2nd Round"
3865,4986,All India,"R.G. KAR MEDICAL
COLLEGE,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
3866,4987,All India,"T.D. MEDICAL
COLLEGE,
ALLAPPUZHA",MBBS,"Not
Reported","Open Seat
Quota",JIPMER KARAIKAL,MBBS,OBC,OBC,3,"Fresh Allotted
in 2nd Round"
3867,4988,"Open Seat
Quota","AIIMS, Madurai",MBBS,Reported,All India,"STANLEY MEDICAL
COLLEGE, CHENNAI",MBBS,Open,OBC,3,Upgraded
3868,4991,All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,Reported,All India,"NILRATAN SIRKAR
MEDICAL COLLEGE,
KOLKATA",MBBS,Open,GN,3,Upgraded
3869,4993,All India,"G.R. MEDICAL
COLLEGE,
GWALIOR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill up
fresh choices."
