SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,Allotted Institute_1,Course_1,Remarks_1,Allotted Quota_2,"Allotte
d
Institu
te",Course_2,Allotted Category,"candidat
e
Category","option
No.",Remarks_2
5429,7967,-,-,-,-,All India,"ESI-
MC&PGIMS&R,
Banglore",MBBS,Reported,All India,"Governm
ent Doon
Medcial
College,
Dehradu
n,Govern
ment
Doon
Medical
College,
Dehrakh
as Patel
Nagar,
Dehradu
n
248001,
Uttarakh
and,
248001",MBBS,Open,GN,43,Upgraded
5430,7970,All India,"Government
Medical College,
Konni",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5431,7972,All India,"Pt. Jawahar Lal
Nehru Govt.
Med. College,
Chamba",MBBS,Reported,All India,"GOVT.MEDICAL
COLLEGE,
AMRITSAR",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5432,7973,-,-,-,-,All India,"S.N. MEDICAL
COLLEGE,
AGRA",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
5433,7974,All India,"GUNTUR
MEDICAL
COLLEGE,
GUNTUR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
5434,7979,All India,"GOVT.
MEDICAL
COLLEGE,TIRU
NELVELI",MBBS,"Not
Reported",All India,"COIMBATORE
MEDICAL
COLLEGE,COIM
BATORE",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5435,7981,All India,"ESI-
MC&PGIMS&R,
Banglore",MBBS,"Not
Reported",All India,"PT. B.D.
SHARMA
PGIMS,
ROHTAK",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5436,7983,All India,"MG Inst. of
Medical
Sciences,
Sevagram
Wardha",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5437,7984,-,-,-,-,-,-,-,-,All India,"M.G.M.
MEDICA
L
COLLEG
E,
INDORE,
AB
ROAD
INDORE,
Madhya
Pradesh,
452001",MBBS,OBC,OBC,34,"Fresh
Allotted in
3nd
Round"
5438,7985,All India,"KURNOOL
MEDICAL
COLLEGE,
KURNOOL",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5439,7986,All India,"Pt. Jawahar Lal
Nehru Govt.
Med. College,
Chamba",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5440,7989,"Open
Seat
Quota","AIIMS, Nagpur",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5441,7992,All India,"Government
Medical College
Mahasamund
Chhattisgarh",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5442,7994,-,-,-,-,All India,"MAHARANI
LAXMI BAI
MEDICAL
COLL,JHANSI",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5443,7997,All India,"Uttar Pradesh
University of
Medical
Sciences, Saifai,
Etawah",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5444,7998,All India,"ANUGRAH
NARAYAN
MAGADH
MEDICAL
COLLEGE,
GAYA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5445,7999,All India,"Jawaharlal
Nehru Medical
College,
Bhagalpur",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5446,8000,"Aligarh
Muslim
Universit
y (AMU)
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5447,8005,All India,"Pt. J N M
MEDICAL
COLLEGE,
RAIPUR",MBBS,"Not
Reported",All India,"NALANDA
MEDICAL
COLLEGE,
PATNA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5448,8006,All India,"Jawaharlal
Nehru Medical
College,
Bhagalpur",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5449,8007,All India,"GAJRA RAJA
MEDICAL
COLLEGE,
GWALIOR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5450,8008,All India,"Sri
Venkateswara
Medical College,
Tirupati",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
5451,8010,All India,"Government
Medical College,
Bhilwara",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5452,8013,All India,"GOVT.
MEDICAL
COLLEGE,AUR
ANGABAD",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5453,8014,All India,"SRI KRISHNA
MEDICAL
COLLEGE,
MUZAFFARPUR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5454,8015,-,-,-,-,All India,"TOPIWALA
NATIONAL
MEDICAL
COLLEGE,MUM
BAI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5455,8016,-,-,-,-,All India,"GOVT.MEDICAL
COLLEGE,
KOTA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5456,8018,All India,"Government
Medical College,
Bhilwara",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5457,8020,All India,"Government
Medical College,
Pali",MBBS,"Not
Reported",All India,"Government
Medical College,
Pali",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5458,8023,All India,"SKIMS Medical
College, Bemina,
Srinagar",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5459,8025,-,-,-,-,All India,"JAWAHAR LAL
NEHRU
MEDICAL,
AJMER",MBBS,Reported,All India,"SARDAR
PATEL
MEDICA
L
COLLEG
E,
BIKANE
R,MEDIC
AL
COLLEG
E ROAD,
BIKANE
R,
Rajastha
n,
334003",MBBS,EWS,EWS,6,Upgraded
5460,8026,All India,"Govt Medical
College Baramati",MBBS,"Not
Reported",-,-,-,-,"Open
Seat
Quota","JIPMER
KARAIK
AL,Dhan
vantari
Nagar
Gorimed
u
Puduche
rry
605006,
Puduche
rry,
605006",MBBS,OBC,OBC,22,"Fresh
Allotted in
3nd
Round"
5461,8027,All India,"Government
Medical College
Chittorgarh",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5462,8030,-,-,-,-,All India,"Dr. B.R.
Ambedkar State
Institute of
Medical
Sciences",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5463,8031,-,-,-,-,All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5464,8034,All India,"DR.
VAISHAMPAYA
M MEMORIAL
M.C.,SHOLAPU
R",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5465,8035,-,-,-,-,All India,"B.R.D. MEDICAL
COLLEGE,
GORAKHPUR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5466,8037,All India,"Sagar Dutta
Medical College
& Hospital,
Kolkata",MBBS,Reported,All India,"R.G. KAR
MEDICAL
COLLEGE,KOLK
ATA",MBBS,Reported,All India,"NILRATA
N
SIRKAR
MEDICA
L
COLLEG
E,
KOLKAT
A,138
AJC
Bose
Road,
Kolkata -
700014,
West
Bengal,
700014",MBBS,OBC,OBC,21,Upgraded
5467,8039,All India,"Lady Hardinge
Medical College,
New
Delhi(Female
Seat only )",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5468,8041,All India,"GOVT. DENTAL
COLLEGE,
SHIMLA",BDS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5469,8042,All India,"THANJAVUR
MEDICAL
COLL.,THANJAV
UR",MBBS,"Not
Reported",All India,"GOVT. KILPAUK
MEDICAL
COLLEGE,CHE
NNAI",MBBS,Reported,All India,"STANLE
Y
MEDICA
L
COLLEG
E,
CHENNA
I,No.1,
Old Jail
Road
Chennai,
Tamil
Nadu,
600001",MBBS,Open,GN,4,Upgraded
5470,8045,All India,"VIJAYNAGAR
INST OF MED.
SC,BELLARY",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5471,8047,All India,"RAJIV GANDHI
MEDICAL
COLLEGE,
THANE",MBBS,"Not
Reported",-,-,-,-,All India,"MEDICA
L
COLLEG
E,
BARODA
,Govern
ment
Medical
College
Baroda,
Anandpu
ra,
Vadodar
a Pin No
390001,
Gujarat,
390001",MBBS,EWS,EWS,20,"Fresh
Allotted in
3nd
Round"
5472,8048,All India,"ESIC Medical
College AND
PGIMSR,
Chennai",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5473,8053,All India,"MYSORE
MED.&
RESEARCH
INST. MYSORE",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5474,8055,All India,"INDIRA GANDHI
GOVT.MEDICAL
COLL., NAGPUR",MBBS,"Not
Reported",All India,"GANDHI
MEDICAL
COLLEGE,
BHOPAL",MBBS,"Not
Reported",All India,"Govt
institute
of
Medcial
Sciences
,
GREATE
R
NOIDA,G
OVERN
MENT
INSTITU
TE OF
MEDICA
L
SCIENC
ES
GREATE
R NOIDA
GAUTA
M BUDH
NAGAR
UTTAR
PRADES
H, Uttar
Pradesh,
201310",MBBS,OBC,OBC,30,"Fresh
Allotted in
3nd
Round"
5475,8060,All India,"GUNTUR
MEDICAL
COLLEGE,
GUNTUR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5476,8061,-,-,-,-,All India,"GOVT.
MEDICAL
COLLEGE,
NAGPUR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5477,8064,All India,"Pt. Jawahar Lal
Nehru Govt.
Med. College,
Chamba",MBBS,"Not
Reported",All India,"GOVERNMENT
MEDICAL
COLLEGE,
SURAT",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5478,8066,-,-,-,-,All India,"TOPIWALA
NATIONAL
MEDICAL
COLLEGE,MUM
BAI",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5479,8069,All India,"INDIRA GANDHI
GOVT.MEDICAL
COLL., NAGPUR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5480,8070,-,-,-,-,All India,"KURNOOL
MEDICAL
COLLEGE,
KURNOOL",MBBS,Reported,All India,"MYSOR
E MED.&
RESEAR
CH
INST.
MYSOR
E,Mysore
Medical
College
and
Researc
h
Institute,I
rwin
Road,
Mysore,
Karnatak
a,
570021",MBBS,Open,GN,7,Upgraded
5481,8075,"Delhi
Universit
y Quota","University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5482,8077,All India,"KARNATAK
INST. OF
MEDICAL
SC.,HUBLI",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5483,8081,All India,"VARDHMAN
INSTITUTE OF
MEDICAL
SCIENCES,
NALANDA",MBBS,Reported,All India,"MAHARANI
LAXMI BAI
MEDICAL
COLL,JHANSI",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5484,8082,All India,"Government
Doon Medcial
College,
Dehradun",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5485,8086,All India,"Government
Medical College,
Pali",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5486,8088,All India,"M.G.M.
MEDICAL
COLLEGE,JAMS
HEDPUR",MBBS,"Not
Reported",All India,"GANDHI
MEDICAL
COLLEGE,
BHOPAL",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5487,8094,-,-,-,-,-,-,-,-,All India,"Govt
institute
of
Medcial
Sciences
,
GREATE
R
NOIDA,G
OVERN
MENT
INSTITU
TE OF
MEDICA
L
SCIENC
ES
GREATE
R NOIDA
GAUTA
M BUDH
NAGAR
UTTAR
PRADES
H, Uttar
Pradesh,
201310",MBBS,OBC,OBC,23,"Fresh
Allotted in
3nd
Round"
5488,8095,All India,"NETAJI
SUBHASH
CHANDRA
BOSE
MC,JABALPUR",MBBS,"Not
Reported",All India,"GOVERNMENT
MEDICAL
COLLEGE,
SURAT",MBBS,Reported,All India,"JAWAHA
R LAL
NEHRU
MEDICA
L,
AJMER,
NEAR
PATEL
STADIU
M
AJMER,
Rajastha
n,
305001",MBBS,Open,OBC,13,Upgraded
5489,8098,All India,"GOVT.
MEDICAL
COLLEGE,AUR
ANGABAD",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5490,8100,-,-,-,-,All India,"College
Government
Medical College
Alwar",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5491,8101,-,-,-,-,All India,"GUNTUR
MEDICAL
COLLEGE,
GUNTUR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5492,8103,"Open
Seat
Quota","AIIMS
Mangalagiri",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5493,8105,-,-,-,-,All India,"GAJRA RAJA
MEDICAL
COLLEGE,
GWALIOR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5494,8106,All India,"SHIMOGA INST.
OF MEDICAL
SCI., SHIMOGA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5495,8107,All India,"BURDWAN
MEDICAL
COLLEGE,BUR
DWAN",MBBS,Reported,All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,Reported,All India,"R.G.
KAR
MEDICA
L
COLLEG
E,KOLK
ATA,R G
Kar
Medical
College
1
KHUDIR
AM
BOSE
SARANI,
West
Bengal,
700004",MBBS,Open,GN,7,Upgraded
5496,8109,All India,"Govt. Medical
College, Jammu",MBBS,"Not
Reported",-,-,-,-,All India,"JAWAHA
R LAL
NEHRU
MEDICA
L,
AJMER,
NEAR
PATEL
STADIU
M
AJMER,
Rajastha
n,
305001",MBBS,Open,OBC,16,"Fresh
Allotted in
3nd
Round"
5497,8110,All India,"NORTH
BENGAL
MED.COLL,DAR
JEELING",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5498,8112,All India,"S.S. MEDICAL
COLLEGE,
REWA",MBBS,"Not
Reported",All India,"B.R.D. MEDICAL
COLLEGE,
GORAKHPUR",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
5499,8113,-,-,-,-,-,-,-,-,All India,"GOVT.
MEDICA
L
COLLEG
E,
NAGPU
R,Hanum
an
Nagar,N
agpur,
Maharas
htra,
440003",MBBS,OBC,OBC,39,"Fresh
Allotted in
3nd
Round"
5500,8116,All India,"Rangaraya
Medical College,
Kakinada",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5501,8118,All India,"KURNOOL
MEDICAL
COLLEGE,
KURNOOL",MBBS,"Not
Reported",All India,"GOVT. KILPAUK
MEDICAL
COLLEGE,CHE
NNAI",MBBS,Reported,All India,"STANLE
Y
MEDICA
L
COLLEG
E,
CHENNA
I,No.1,
Old Jail
Road
Chennai,
Tamil
Nadu,
600001",MBBS,Open,GN,8,Upgraded
5502,8119,-,-,-,-,All India,"GOVERNMENT
MEDICAL
COLLEGE,
SURAT",MBBS,Reported,All India,"JAWAHA
R LAL
NEHRU
MEDICA
L,
AJMER,
NEAR
PATEL
STADIU
M
AJMER,
Rajastha
n,
305001",MBBS,OBC,OBC,15,Upgraded
5503,8120,All India,"Kalpana Chawla
Govt. Medical
College, Karnal",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5504,8121,All India,"REGIONAL INST
OF MEDICAL
SCI, IMPHAL",MBBS,"Not
Reported",All India,"Pt. J N M
MEDICAL
COLLEGE,
RAIPUR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5505,8122,All India,"BPS Govt. Med.
College,
Sonepat(Female
Seat only )",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5506,8123,All India,"Rangaraya
Medical College,
Kakinada",MBBS,Reported,All India,"GUNTUR
MEDICAL
COLLEGE,
GUNTUR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5507,8125,All India,"BANKURA
SAMMILANI
MED
COLL,BANKURA",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5508,8126,All India,"Dr. YS Parmar
Govt. Medical
College, Nahan",MBBS,"Not
Reported",All India,"MAHARANI
LAXMI BAI
MEDICAL
COLL,JHANSI",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5509,8127,All India,"Sri
Venkateswara
Medical College,
Tirupati",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5510,8132,-,-,-,-,All India,"TOPIWALA
NATIONAL
MEDICAL
COLLEGE,MUM
BAI",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
5511,8134,-,-,-,-,All India,"GURU GOVIND
SINGH MED
COLL,FARIDKO
T",MBBS,"Seat
Surrende
red",-,-,-,-,-,-,"Not
Allotted."
5512,8136,All India,"ESIC Medical
College,
Gulbarga",MBBS,"Not
Reported",All India,"SLBS Govt.
Medical College,
Mandi",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5513,8137,All India,"SHRI KALYAN
GOVT MEDICAL
COLLEGE
SIKAR",MBBS,"Not
Reported",All India,"MEDICAL
COLLEGE,
BARODA",MBBS,"Not
Reported",All India,"R.N.T.
MEDICA
L
COLLEG
E,
UDAIPU
R,Opposi
te Court
Chourha,
Udaipur,
Rajastha
n,
313001",MBBS,EWS,EWS,23,"Fresh
Allotted in
3nd
Round"
5514,8138,All India,"MEDICAL
COLLEGE,
BHAVNAGAR",MBBS,Reported,All India,"MEDICAL
COLLEGE,
BARODA",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5515,8139,All India,"Dr.Radhakrishna
n Government
Medical College,
Hamirpur",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5516,8140,All India,"COLLEGE OF
MEDICINE and
JNM HOSPITAL,
KALYANI",MBBS,"Not
Reported",All India,"Pt. D.D.U
MEDICAL
COLLEGE,
RAJKOT",MBBS,"Not
Reported",All India,"S.N.
MEDICA
L
COLLEG
E,
AGRA,H
OSPITAL
ROAD
AGRA,
Uttar
Pradesh,
282002",MBBS,OBC,OBC,27,"Fresh
Allotted in
3nd
Round"
5517,8142,All India,"MG Inst. of
Medical
Sciences,
Sevagram
Wardha",MBBS,"Not
Reported",All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5518,8145,All India,"GOVT.MEDICAL
COLLEGE,
AMRITSAR",MBBS,"Not
Reported",All India,"TOPIWALA
NATIONAL
MEDICAL
COLLEGE,MUM
BAI",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5519,8146,"Open
Seat
Quota","AIIMS, Rishikesh",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"No
Upgradati
on"
5520,8147,All India,"ESIC Medical
College &
Hospital, Bihta",MBBS,"Not
Reported",All India,"LOKMANYA
TILAK
MUNICIPAL M
C,MUMBAI",MBBS,"Not
Reported",All India,"Govt
institute
of
Medcial
Sciences
,
GREATE
R
NOIDA,G
OVERN
MENT
INSTITU
TE OF
MEDICA
L
SCIENC
ES
GREATE
R NOIDA
GAUTA
M BUDH
NAGAR
UTTAR
PRADES
H, Uttar
Pradesh,
201310",MBBS,OBC,OBC,35,"Fresh
Allotted in
3nd
Round"
5521,8150,All India,"Pt. J N M
MEDICAL
COLLEGE,
RAIPUR",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5522,8152,All India,"Pt. Jawahar Lal
Nehru Govt.
Med. College,
Chamba",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5523,8154,All India,"MRA MEDICAL
COLLEGE
AMBEDKAR
NAGAR, UP",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5524,8155,All India,"ASSAM
MEDICAL
COLLEGE,
DIBRUGARH",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5525,8156,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5526,8159,All India,"GMC DAUSA
RAJASTHAN",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5527,8160,All India,"ESIC Medical
College AND
PGIMSR,
Chennai",MBBS,"Not
Reported",All India,"RAJIV GANDHI
MEDICAL
COLLEGE,
THANE",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5528,8162,All India,"ESI-
MC&PGIMS&R,
Banglore",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5529,8166,-,-,-,-,All India,"GOA MEDICAL
COLLEGE,
PANAJI",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5530,8167,-,-,-,-,-,-,-,-,All India,"JAWAHA
R LAL
NEHRU
MEDICA
L,
AJMER,
NEAR
PATEL
STADIU
M
AJMER,
Rajastha
n,
305001",MBBS,OBC,OBC,21,"Fresh
Allotted in
3nd
Round"
5531,8169,All India,"SLBS Govt.
Medical College,
Mandi",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Not
Allotted."
5532,8170,-,-,-,-,-,-,-,-,All India,"MOTI
LAL
NEHRU
MEDICA
L COLL,
ALLAHA
BAD,Prin
cipal
Office
Moti Lal
Nehru
Medical
College,
Lowther
Road
George
Town
Prayagra
j, Uttar
Pradesh,
211001",MBBS,OBC,OBC,7,"Fresh
Allotted in
3nd
Round"
5533,8172,-,-,-,-,-,-,-,-,All India,"JAWAHA
R LAL
NEHRU
MEDICA
L,
AJMER,
NEAR
PATEL
STADIU
M
AJMER,
Rajastha
n,
305001",MBBS,OBC,OBC,1,"Fresh
Allotted in
3nd
Round"
5534,8173,"Aligarh
Muslim
Universit
y (AMU)
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5535,8177,All India,"VARDHMAN
INSTITUTE OF
MEDICAL
SCIENCES,
NALANDA",MBBS,Reported,All India,"NALANDA
MEDICAL
COLLEGE,
PATNA",MBBS,Reported,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5536,8178,-,-,-,-,All India,"CALCUTTA
NATIONAL MED
COLL,KOLKATA",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5537,8181,All India,"Govt Medical
College
Firozabad",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5538,8183,"Delhi
Universit
y Quota","University
College of
Medical
Sciences, New
Delhi",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5539,8187,All India,"SOBAN SINGH
JEENA
GOVERNMENT
INSTITUTE OF
MEDICAL
SCIENCE &
RESEARCH,
ALMORA",MBBS,"Not
Reported",All India,"B.R.D. MEDICAL
COLLEGE,
GORAKHPUR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5540,8188,All India,"CHHATTISGAR
H INSTITUTE
OF MEDICAL
SCIENCES,
BILASP",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5541,8196,All India,"GUNTUR
MEDICAL
COLLEGE,
GUNTUR",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5542,8197,All India,"NETAJI
SUBHASH
CHANDRA
BOSE
MC,JABALPUR",MBBS,"Not
Reported",All India,"B.R.D. MEDICAL
COLLEGE,
GORAKHPUR",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5543,8200,-,-,-,-,All India,"INDIRA GANDHI
GOVT.MEDICAL
COLL., NAGPUR",MBBS,"Not
Reported",All India,"INDIRA
GANDHI
GOVT.M
EDICAL
COLL.,
NAGPU
R,MEYO
HOSPIT
AL
CENTRA
L
AVENUE
ROAD
NEAR
RAM
ZULA
NAGPU
R,
Maharas
htra,
440018",MBBS,Open,GN,13,"Fresh
Allotted in
3nd
Round"
5544,8202,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,Reported,All India,"GUNTUR
MEDICAL
COLLEGE,
GUNTUR",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5545,8203,All India,"BELGAUM INST.
OF MEDICAL
SCI., BELGAUM",MBBS,"Not
Reported",All India,"COIMBATORE
MEDICAL
COLLEGE,COIM
BATORE",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5546,8204,All India,"MG Inst. of
Medical
Sciences,
Sevagram
Wardha",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5547,8206,All India,"REGIONAL INST
OF MEDICAL
SCI, IMPHAL",MBBS,"Not
Reported",-,-,-,-,All India,"GOVT.M
EDICAL
COLLEG
E,
KOTA,R
angbari
Road
Kota,
Rajastha
n,
324005",MBBS,Open,GN,38,"Fresh
Allotted in
3nd
Round"
5548,8208,All India,"Govt. Medical
College, Srinagar",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5549,8210,All India,"SKIMS Medical
College, Bemina,
Srinagar",MBBS,"Not
Reported",-,-,-,-,-,-,-,-,-,-,"Did not fill
up fresh
choices."
5550,8214,All India,"Andhra Medical
College,
Visakhapatnam",MBBS,Reported,All India,"Osmania Medical
College Koti",MBBS,Reported,-,-,-,-,-,-,"No
Upgradati
on"
5551,8215,-,-,-,-,All India,"Hinduhridayasa
mrat Balasaheb
Thackeray
Medical College
and Dr. R. N.
Cooper
Municipal
General Hospital,
Maharashtra",MBBS,"Not
Reported",-,-,-,-,-,-,"Did not fill
up fresh
choices."
5552,8218,All India,"KANYAKUMARI
GOVT. MED.
COLL.,ASARIPA
LLAM",MBBS,"Not
Reported",All India,"T.D. MEDICAL
COLLEGE,
ALLAPPUZHA",MBBS,"Not
Reported",-,-,-,-,-,-,"Not
Allotted."
5553,8220,"Aligarh
Muslim
Universit
y (AMU)
Quota","Jawaharlal
Nehru Medical
College,
AMU,ALIGARH",MBBS,Reported,-,-,-,-,-,-,-,-,-,-,"Did not
opt for
Upgradati
on."
5554,8221,All India,"Govt Medical
College
Faizabad",MBBS,"Not
Reported",-,-,-,-,All India,"JAWAHA
R LAL
NEHRU
MEDICA
L,
AJMER,
NEAR
PATEL
STADIU
M
AJMER,
Rajastha
n,
305001",MBBS,OBC,OBC,14,"Fresh
Allotted in
3nd
Round"
