SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Allotted Quota_1,,Allotted Institute_1,Course_1,Allotted Category,Candidate Category,"Option
No.",Remarks_1
6255,9224,AIQ,"Rajkiya Medical College, Jalaun",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6256,9225,AIQ,"DR.S.C.GOVT MEDICAL
COLLEGE,,NANDED",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6257,9232,AIQ,"Lt. L A M Govt. Medical College, Raigarh",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6258,9233,-,-,-,-,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,OBC,60,Fresh Allotted in 2nd Round,
6259,9234,-,-,-,-,AIQ,"Sagar Dutta Medical College & Hospital,
Kolkata",MBBS,GN,OBC,48,Fresh Allotted in 2nd Round,
6260,9236,AIQ,"Lt. L A M Govt. Medical College, Raigarh",MBBS,Not Reported,AIQ,"Government Medical College, Pali",MBBS,GN,GNNO,22,Fresh Allotted in 2nd Round,
6261,9237,AIQ,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL COLLEGE,
VIDISHA",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6262,9238,-,-,-,-,AIQ,"Darbhanga Medical College, Laheriasarai",MBBS,GN,OBC,16,Fresh Allotted in 2nd Round,
6263,9240,AIQ,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL COLLEGE,
VIDISHA",MBBS,Not Reported,AIQ,"Government Medical College, Bhilwara",MBBS,GN,GNNO,18,Fresh Allotted in 2nd Round,
6264,9242,AIQ,Government Medical College Suryapet,MBBS,Reported,AIQ,"HASSAN INST. MEDICAL SCIENCES,
HASSAN",MBBS,GN,GNNO,29,Upgraded,
6265,9243,AIQ,"Gulbarga Institute of Medical Sciences,
Gulbarga",MBBS,Not Reported,AIQ,"Pt. J N M MEDICAL COLLEGE, RAIPUR",MBBS,GN,GNNO,22,Fresh Allotted in 2nd Round,
6266,9244,AIQ,"MIDNAPORE MEDICAL COLLEGE,
MIDNAPUR",MBBS,"Seat
Surrendered",-,-,-,-,-,-,Did not fill up fresh choices.,
6267,9245,AIQ,"GMC, Shahjhanpur",MBBS,Not Reported,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,GNNO,35,Fresh Allotted in 2nd Round,
6268,9246,AIQ,"Karwar Institute of Medical Sciences,
Karwar",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6269,9247,-,-,-,-,AIQ,"KURNOOL MEDICAL COLLEGE,
KURNOOL",MBBS,GN,GNNO,6,Fresh Allotted in 2nd Round,
6270,9248,AIQ,"ANUGRAH NARAYAN MAGADH
MEDICAL COLLEGE, GAYA",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6271,9249,AIQ,Govt Medical College Badaun,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6272,9250,AMS,"AIIMS-Bhopal,",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6273,9252,-,-,-,-,AIQ,"Government Medical College, Pali",MBBS,GN,GNNO,10,Fresh Allotted in 2nd Round,
6274,9253,AIQ,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6275,9254,-,-,-,-,AIQ,"SHRI KALYAN GOVT MEDICAL
COLLEGE SIKAR",MBBS,GN,OBC,9,Fresh Allotted in 2nd Round,
6276,9255,AIQ,"Gmc, Bahraich",MBBS,Not Reported,AIQ,Govt Medical college Shivpuri,MBBS,GN,OBC,42,Fresh Allotted in 2nd Round,
6277,9256,AIQ,"GOVT MEDICAL COLLEGE,
ANANTAPURAMU",MBBS,Not Reported,AIQ,"GOVT MEDICAL COLLEGE,
ANANTAPURAMU",MBBS,GN,GNNO,24,Fresh Allotted in 2nd Round,
6278,9258,AIQ,"GOVERNMENT MEDICAL COLLEGE,
AKOLA",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6279,9259,AIQ,"BANKURA SAMMILANI MED
COLL,BANKURA",MBBS,Not Reported,AIQ,"ESIC PGIMSR, Joka, Kolkata, WB",MBBS,GN,OBC,31,Fresh Allotted in 2nd Round,
6280,9260,AIQ,Govt Medical college Shivpuri,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6281,9264,AIQ,Kakatiya Medical College Warangal,MBBS,Not Reported,AIQ,"KURNOOL MEDICAL COLLEGE,
KURNOOL",MBBS,GN,GNNO,21,Fresh Allotted in 2nd Round,
6282,9265,AIQ,"BANKURA SAMMILANI MED
COLL,BANKURA",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6283,9266,AIQ,Govt Medical College Badaun,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6284,9267,-,-,-,-,AIQ,"MG Inst. of Medical Sciences, Sevagram
Wardha",MBBS,GN,GNNO,49,Fresh Allotted in 2nd Round,
6285,9272,AIQ,"BIDAR INSTITUTE OF MEDICAL SCI.,
BIDAR",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6286,9273,BON,"INST.OF MED.SCIENCES,
BHU,VARANASI",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6287,9274,AIQ,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Not Reported,AIQ,"NETAJI SUBHASH CHANDRA BOSE
MC,JABALPUR",MBBS,GN,EW NO,31,Fresh Allotted in 2nd Round,
6288,9278,AIQ,"Rajarshee Chhatrapati Shahu Maharaj
Government Medical College Kolhapur",MBBS,Not Reported,AIQ,"Government Medical College, Pali",MBBS,GN,EW NO,33,Fresh Allotted in 2nd Round,
6289,9280,AIQ,Kakatiya Medical College Warangal,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6290,9281,AIQ,"Rajarshee Chhatrapati Shahu Maharaj
Government Medical College Kolhapur",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6291,9282,AIQ,"DR.S.C.GOVT MEDICAL
COLLEGE,,NANDED",MBBS,Not Reported,AMS,AIIMS Jammu,MBBS,EW NO,EW NO,29,Fresh Allotted in 2nd Round,
6292,9283,AIQ,"Gulbarga Institute of Medical Sciences,
Gulbarga",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6293,9284,AIQ,"Lt. B R K Government Medical College,
Jagdalpur",MBBS,Not Reported,AIQ,"Pt. J N M MEDICAL COLLEGE, RAIPUR",MBBS,GN,GNNO,31,Fresh Allotted in 2nd Round,
6294,9286,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6295,9287,-,-,-,-,AIQ,"K.A.P. VISWANATHAM
G.M.C.,TIRUCHIRAPALLI",MBBS,GN,OBC,16,Fresh Allotted in 2nd Round,
6296,9290,AIQ,"ANUGRAH NARAYAN MAGADH
MEDICAL COLLEGE, GAYA",MBBS,Not Reported,AIQ,"RUHS College of Dental Science, Jaipur",BDS,GN,OBC,38,Fresh Allotted in 2nd Round,
6297,9291,-,-,-,-,AIQ,"Govt Medical College, Churu",MBBS,GN,OBC,14,Fresh Allotted in 2nd Round,
6298,9292,-,-,-,-,AIQ,"CHENGALPATTU MEDICAL
COLL,CHENGALPATTU",MBBS,GN,GNNO,17,Fresh Allotted in 2nd Round,
6299,9293,AIQ,"ESI-PGIMSR, Chennai, TN",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6300,9295,-,-,-,-,AIQ,"KARNATAK INST. OF MEDICAL
SC.,HUBLI",MBBS,GN,OBC,49,Fresh Allotted in 2nd Round,
6301,9296,AIQ,Govt Medical College Faizabad,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6302,9297,-,-,-,-,AIQ,"Government Medical College, Bharatpur",MBBS,GN,GNNO,3,Fresh Allotted in 2nd Round,
6303,9299,AIQ,"BANKURA SAMMILANI MED
COLL,BANKURA",MBBS,Not Reported,AIQ,"B.R.D. MEDICAL COLLEGE,
GORAKHPUR",MBBS,GN,OBC,21,Fresh Allotted in 2nd Round,
6304,9300,AIQ,"Gulbarga Institute of Medical Sciences,
Gulbarga",MBBS,Not Reported,AIQ,"Government Medical College,
Omandurar",MBBS,GN,OBC,23,Fresh Allotted in 2nd Round,
6305,9301,AIQ,"Rangaraya Medical College, Kakinada",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6306,9302,AIQ,"MIDNAPORE MEDICAL COLLEGE,
MIDNAPUR",MBBS,Not Reported,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,OBC,30,Fresh Allotted in 2nd Round,
6307,9304,AIQ,Govt Medical College Faizabad,MBBS,Not Reported,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,GNNO,31,Fresh Allotted in 2nd Round,
6308,9307,AIQ,"GHARWALE GOVT.MED SCI
&RESEARCH,SRINAGAR",MBBS,Reported,AIQ,"Dr. YS Parmar Govt. Medical College,
Nahan",MBBS,GN,GNNO,8,Upgraded,
6309,9308,-,-,-,-,AMS,AIIMS Jammu,MBBS,EW NO,EW NO,15,Fresh Allotted in 2nd Round,
6310,9313,AIQ,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL COLLEGE,
VIDISHA",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6311,9314,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6312,9318,AIQ,"Rangaraya Medical College, Kakinada",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6313,9321,AIQ,"SVIMS - Sri Padmavathi Medical College
for Women, Tirupati",MBBS,Reported,AIQ,"Government Medical College,
Omandurar",MBBS,GN,OBC,13,Upgraded,
6314,9323,AIQ,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL COLLEGE,
VIDISHA",MBBS,Not Reported,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,OBC,27,Fresh Allotted in 2nd Round,
6315,9324,AIQ,"BANKURA SAMMILANI MED
COLL,BANKURA",MBBS,Reported,AIQ,"BURDWAN MEDICAL
COLLEGE,BURDWAN",MBBS,GN,OBC,25,Upgraded,
6316,9325,AIQ,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL COLLEGE,
VIDISHA",MBBS,Not Reported,AIQ,"Government Medical College, Bhilwara",MBBS,GN,OBC,2,Fresh Allotted in 2nd Round,
6317,9328,AIQ,"DR.S.C.GOVT MEDICAL
COLLEGE,,NANDED",MBBS,Reported,AIQ,"ESIC PGIMSR, Joka, Kolkata, WB",MBBS,GN,GNNO,45,Upgraded,
6318,9332,AIQ,Kakatiya Medical College Warangal,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6319,9337,DU,"Lady Hardinge Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6320,9338,AIQ,"Rangaraya Medical College, Kakinada",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6321,9342,AMU,"JWAHAR LAL NEHRU M.C. AMU,
ALIGARH",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6322,9343,AIQ,"ATAL BIHARI VAJPAYEE
GOVERNMENT MEDICAL COLLEGE,
VIDISHA",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6323,9344,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6324,9345,AIQ,"ANUGRAH NARAYAN MAGADH
MEDICAL COLLEGE, GAYA",MBBS,Not Reported,AIQ,"M.G.M. MEDICAL
COLLEGE,JAMSHEDPUR",MBBS,GN,GNNO,37,Fresh Allotted in 2nd Round,
6325,9346,AIQ,Govt Medical College Faizabad,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6326,9347,AIQ,"Gulbarga Institute of Medical Sciences,
Gulbarga",MBBS,Not Reported,AIQ,"THOOTHUKUDI MEDICAL
COLLEGE,THOOTHUKUDI",MBBS,GN,OBC,28,Fresh Allotted in 2nd Round,
6327,9354,AIQ,"GOVERNMENT MEDICAL COLLEGE,
MIRAJ",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6328,9355,-,-,-,-,AIQ,"VARDHMAN INSTITUTE OF MEDICAL
SCIENCES, NALANDA",MBBS,GN,OBC,58,Fresh Allotted in 2nd Round,
6329,9356,-,-,-,-,AIQ,"THOOTHUKUDI MEDICAL
COLLEGE,THOOTHUKUDI",MBBS,GN,GNNO,18,Fresh Allotted in 2nd Round,
6330,9357,DU,"Lady Hardinge Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6331,9358,-,-,-,-,AIQ,"MANDYA INST. OF MEDICAL SCI.,
MANDYA",MBBS,GN,OBC,17,Fresh Allotted in 2nd Round,
6332,9363,AIQ,"RAJIV GANDHI INSTITUTE OF
MEDICAL SCIENCES, KADAPA",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6333,9364,-,-,-,-,AIQ,"NETAJI SUBHASH CHANDRA BOSE
MC,JABALPUR",MBBS,GN,OBC,47,Fresh Allotted in 2nd Round,
6334,9366,-,-,-,-,AIQ,"Government Medical College, Bhilwara",MBBS,GN,GNNO,9,Fresh Allotted in 2nd Round,
6335,9367,AIQ,"Goverment Medical College, Bettiah",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6336,9368,AIQ,"GOVERNMENT MEDICAL COLLEGE,
MIRAJ",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6337,9369,AIQ,Chhindwara Institute of Medical Sciences,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6338,9375,AMU,"JWAHAR LAL NEHRU M.C. AMU,
ALIGARH",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6339,9378,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6340,9381,AIQ,"REGIONAL INST OF MEDICAL SCI,
IMPHAL",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6341,9382,AIQ,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Not Reported,AIQ,"GOVT. MEDICAL
COLLEGE,AURANGABAD",MBBS,GN,GNNO,48,Fresh Allotted in 2nd Round,
6342,9383,-,-,-,-,AIQ,"Sagar Dutta Medical College & Hospital,
Kolkata",MBBS,GN,GNNO,18,Fresh Allotted in 2nd Round,
6343,9384,AIQ,Govt Medical College Faizabad,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6344,9385,-,-,-,-,AIQ,"Pt. Jawahar Lal Nehru Govt. Med.
College, Chamba",MBBS,GN,OBC,27,Fresh Allotted in 2nd Round,
6345,9388,-,-,-,-,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,GNNO,20,Fresh Allotted in 2nd Round,
6346,9390,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6347,9391,IP,"Atal Bihari Vajpayee Institute of Medical
Sciences, New Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6348,9394,AIQ,"Goverment Medical College, Datia",MBBS,Reported,AIQ,"KARNATAK INST. OF MEDICAL
SC.,HUBLI",MBBS,GN,GNNO,23,Upgraded,
6349,9396,AIQ,Govt Medical College Badaun,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6350,9399,AIQ,Govt Medical college Shivpuri,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6351,9401,DU,"Lady Hardinge Medical College, New
Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6352,9402,AIQ,"ASSAM MEDICAL COLLEGE,
DIBRUGARH",MBBS,Not Reported,AIQ,"GOVT. MEDICAL
COLLEGE,AURANGABAD",MBBS,GN,GNNO,49,Fresh Allotted in 2nd Round,
6353,9404,AIQ,"Goverment Medical College, Bettiah",MBBS,Not Reported,AIQ,"KARNATAK INST. OF MEDICAL
SC.,HUBLI",MBBS,GN,OBC,55,Fresh Allotted in 2nd Round,
6354,9406,-,-,-,-,AIQ,"Pt. J N M MEDICAL COLLEGE, RAIPUR",MBBS,GN,OBC,66,Fresh Allotted in 2nd Round,
6355,9407,-,-,-,-,AIQ,"NETAJI SUBHASH CHANDRA BOSE
MC,JABALPUR",MBBS,GN,OBC,14,Fresh Allotted in 2nd Round,
6356,9410,AIQ,Govt Medical College Badaun,MBBS,Reported,AIQ,"Government Medical College, Bhilwara",MBBS,GN,OBC,31,Upgraded,
6357,9411,-,-,-,-,AIQ,"Sagar Dutta Medical College & Hospital,
Kolkata",MBBS,GN,OBC,44,Fresh Allotted in 2nd Round,
6358,9413,AIQ,Govt Medical College Ratlam,MBBS,Not Reported,AIQ,"Dr. YS Parmar Govt. Medical College,
Nahan",MBBS,GN,OBC,2,Fresh Allotted in 2nd Round,
6359,9415,AIQ,"REGIONAL INST OF MEDICAL SCI,
IMPHAL",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6360,9416,AIQ,"GOVERNMENT MEDICAL COLLEGE,
MIRAJ",MBBS,Not Reported,AMS,AIIMS Jammu,MBBS,EW NO,EW NO,20,Fresh Allotted in 2nd Round,
6361,9417,AIQ,"GOVERNMENT MEDICAL COLLEGE,
MIRAJ",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6362,9423,AIQ,"Government Medical College, Banda",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6363,9424,AIQ,Kakatiya Medical College Warangal,MBBS,Not Reported,AIQ,"MAHARAJA K.C. GAJAPATI
M.C.,BRAHMAPUR",MBBS,GN,GNNO,10,Fresh Allotted in 2nd Round,
6364,9425,-,-,-,-,AIQ,"Government Medical College, Pali",MBBS,GN,GNNO,13,Fresh Allotted in 2nd Round,
6365,9426,AIQ,"Gmc, Bahraich",MBBS,Not Reported,AIQ,"Sagar Dutta Medical College & Hospital,
Kolkata",MBBS,GN,OBC,27,Fresh Allotted in 2nd Round,
6366,9431,AIQ,"RAICHUR INST. OF MEDICAL SCI.,
RAICHUR",MBBS,Reported,AIQ,"THOOTHUKUDI MEDICAL
COLLEGE,THOOTHUKUDI",MBBS,GN,GNNO,29,Upgraded,
6367,9434,AIQ,"DR.S.C.GOVT MEDICAL
COLLEGE,,NANDED",MBBS,Not Reported,AIQ,"BPS Govt. Med. College, Sonepat",MBBS,GN,OBC,35,Fresh Allotted in 2nd Round,
6368,9435,-,-,-,-,AIQ,"KARNATAK INST. OF MEDICAL
SC.,HUBLI",MBBS,GN,OBC,22,Fresh Allotted in 2nd Round,
6369,9439,-,-,-,-,AIQ,"Government Medical College, Pali",MBBS,GN,OBC,28,Fresh Allotted in 2nd Round,
6370,9441,AIQ,"Lt. B R K Government Medical College,
Jagdalpur",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6371,9442,AIQ,"ESIC PGIMSR, Joka, Kolkata, WB",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6372,9443,AIQ,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Not Reported,AIQ,"B.R.D. MEDICAL COLLEGE,
GORAKHPUR",MBBS,GN,GNNO,5,Fresh Allotted in 2nd Round,
6373,9447,-,-,-,-,AIQ,"Pt. Jawahar Lal Nehru Govt. Med.
College, Chamba",MBBS,GN,OBC,35,Fresh Allotted in 2nd Round,
6374,9449,-,-,-,-,AIQ,"Dr. YS Parmar Govt. Medical College,
Nahan",MBBS,GN,EW NO,16,Fresh Allotted in 2nd Round,
6375,9450,-,-,-,-,AIQ,"Govt Medical College, Churu",MBBS,GN,OBC,26,Fresh Allotted in 2nd Round,
6376,9451,AMU,"JWAHAR LAL NEHRU M.C. AMU,
ALIGARH",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6377,9454,AIQ,Govt Medical College Badaun,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6378,9456,-,-,-,-,AIQ,"ESIC Medical College, Hyderabad",MBBS,OBC,OBC,7,Fresh Allotted in 2nd Round,
6379,9457,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6380,9459,AIQ,"GOVT MEDICAL COLLEGE,
ANANTAPURAMU",MBBS,Not Reported,AIQ,"Government Medical College, Pali",MBBS,GN,OBC,13,Fresh Allotted in 2nd Round,
6381,9461,AIQ,"BIDAR INSTITUTE OF MEDICAL SCI.,
BIDAR",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6382,9462,AIQ,Govt Medical college Shivpuri,MBBS,Not Reported,AIQ,"NETAJI SUBHASH CHANDRA BOSE
MC,JABALPUR",MBBS,GN,OBC,14,Fresh Allotted in 2nd Round,
6383,9463,AIQ,"GOVERNMENT MEDICAL COLLEGE,
MIRAJ",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6384,9468,AIQ,Govt Medical College Baramati,MBBS,Not Reported,AIQ,"GOA MEDICAL COLLEGE, PANAJI",MBBS,GN,GNNO,44,Fresh Allotted in 2nd Round,
6385,9469,AIQ,"BANGALORE MED.
COLLEGE,BANGALORE",MBBS,Reported,-,-,-,-,-,-,Did not opt for Upgradation.,
6386,9470,AIQ,Chhindwara Institute of Medical Sciences,MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6387,9472,AIQ,"Gulbarga Institute of Medical Sciences,
Gulbarga",MBBS,Not Reported,AIQ,"Government Dental College, Thrissur",BDS,GN,OBC,3,Fresh Allotted in 2nd Round,
6388,9475,AIQ,Govt Medical College Badaun,MBBS,Reported,AIQ,"Govt Medical College, Churu",MBBS,GN,OBC,18,Upgraded,
6389,9476,AIQ,"SHRI BHAUSAHEB HIRE GOVT. M.C.,
DHULE",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6390,9479,-,-,-,-,AIQ,"MANDYA INST. OF MEDICAL SCI.,
MANDYA",MBBS,GN,OBC,22,Fresh Allotted in 2nd Round,
6391,9481,-,-,-,-,AIQ,"B.R.D. MEDICAL COLLEGE,
GORAKHPUR",MBBS,GN,GNNO,69,Fresh Allotted in 2nd Round,
6392,9483,AIQ,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6393,9488,AIQ,"ASSAM MEDICAL COLLEGE,
DIBRUGARH",MBBS,Not Reported,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,OBC,53,Fresh Allotted in 2nd Round,
6394,9490,AIQ,"BANKURA SAMMILANI MED
COLL,BANKURA",MBBS,Not Reported,AIQ,"Kalpana Chawla Govt. Medical College,
Karnal",MBBS,GN,OBC,28,Fresh Allotted in 2nd Round,
6395,9492,-,-,-,-,AIQ,"MANDYA INST. OF MEDICAL SCI.,
MANDYA",MBBS,GN,GNNO,39,Fresh Allotted in 2nd Round,
6396,9493,-,-,-,-,AIQ,"MAHARANI LAXMI BAI MEDICAL
COLL,JHANSI",MBBS,GN,GNNO,38,Fresh Allotted in 2nd Round,
6397,9495,AIQ,"Gulbarga Institute of Medical Sciences,
Gulbarga",MBBS,Not Reported,AIQ,"Pt. J N M MEDICAL COLLEGE, RAIPUR",MBBS,GN,GNNO,8,Fresh Allotted in 2nd Round,
6398,9497,-,-,-,-,AIQ,"MAHARAJA K.C. GAJAPATI
M.C.,BRAHMAPUR",MBBS,GN,GNNO,35,Fresh Allotted in 2nd Round,
6399,9500,AIQ,College of Medicine and JNM Hospital,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6400,9502,-,-,-,-,AIQ,"GOVT. DHARAMAPURI MED
COLL,DHARMAPURI",MBBS,GN,GNNO,46,Fresh Allotted in 2nd Round,
6401,9504,AIQ,"ACSR Govt Medical College, Nellore",MBBS,Reported,AIQ,"Indira Gandhi Medical College & RI,
Puducherry",MBBS,GN,GNNO,30,Upgraded,
6402,9505,AIQ,"RAICHUR INST. OF MEDICAL SCI.,
RAICHUR",MBBS,Reported,AIQ,"MANDYA INST. OF MEDICAL SCI.,
MANDYA",MBBS,GN,GNNO,25,Upgraded,
6403,9507,-,-,-,-,AIQ,"ESIC PGIMSR, Joka, Kolkata, WB",MBBS,GN,GNNO,31,Fresh Allotted in 2nd Round,
6404,9508,DU,"University College of Medical Sciences,
New Delhi",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6405,9509,AIQ,"Gulbarga Institute of Medical Sciences,
Gulbarga",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6406,9511,AIQ,"GOVT MEDICAL COLLEGE,
ANANTAPURAMU",MBBS,Not Reported,AIQ,"KURNOOL MEDICAL COLLEGE,
KURNOOL",MBBS,GN,GNNO,86,Fresh Allotted in 2nd Round,
6407,9518,AIQ,"BIDAR INSTITUTE OF MEDICAL SCI.,
BIDAR",MBBS,Not Reported,AIQ,"GVMC, VILLUPURAM",MBBS,GN,GNNO,30,Fresh Allotted in 2nd Round,
6408,9519,-,-,-,-,AIQ,"Pt. Jawahar Lal Nehru Govt. Med.
College, Chamba",MBBS,GN,GNNO,35,Fresh Allotted in 2nd Round,
6409,9520,AIQ,"GMC, Shahjhanpur",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6410,9521,AIQ,"Rajah Muthiah Medical College,
Annamalai Universit",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6411,9522,AIQ,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6412,9523,AIQ,Diamond Harbour Govt Medical College,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6413,9525,AIQ,"V.S.S. MEDICAL COLLEGE, BURLA",MBBS,Reported,AIQ,"MAHARAJA K.C. GAJAPATI
M.C.,BRAHMAPUR",MBBS,GN,GNNO,5,Upgraded,
6414,9526,AIQ,"Gmc, Bahraich",MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6415,9527,AIQ,"Karwar Institute of Medical Sciences,
Karwar",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6416,9533,AIQ,Kakatiya Medical College Warangal,MBBS,Not Reported,-,-,-,-,-,-,Did not fill up fresh choices.,
6417,9534,AMU,"JWAHAR LAL NEHRU M.C. AMU,
ALIGARH",MBBS,Reported,-,-,-,-,-,-,No Upgradation,
6418,9537,AIQ,"ACSR Govt Medical College, Nellore",MBBS,Not Reported,-,-,-,-,-,-,Not Allotted.,
6419,9538,AIQ,"BANKURA SAMMILANI MED
COLL,BANKURA",MBBS,"Seat
Surrendered",-,-,-,-,-,-,Not Allotted.,
6420,9539,AIQ,"BIDAR INSTITUTE OF MEDICAL SCI.,
BIDAR",MBBS,Not Reported,AIQ,"HASSAN INST. MEDICAL SCIENCES,
HASSAN",MBBS,GN,GNNO,41,Fresh Allotted in 2nd Round,
6421,9542,AIQ,"NORTH BENGAL
MED.COLL,DARJEELING",MBBS,Not Reported,AIQ,"Sagar Dutta Medical College & Hospital,
Kolkata",MBBS,GN,EW NO,30,Fresh Allotted in 2nd Round,
6422,9546,AIQ,Chhindwara Institute of Medical Sciences,MBBS,Not Reported,AIQ,"Government Medical College, Bhilwara",MBBS,GN,OBC,15,Fresh Allotted in 2nd Round,
